layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,layers_5,length_5
Ether,66,IP,52,TCP,32.0,1581675011.741568,66,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,16.0,39878.0,1883.0,MQTT,MQTT_IEEE.pcap,7818,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.741575,66,00:50:00:00:13:00,50:00:00:01:00:03,10.0.0.13,192.168.1.7,16.0,38148.0,1883.0,MQTT,MQTT_IEEE.pcap,7819,50:02:91:91:08:40,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.741582,66,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,16.0,58382.0,1883.0,MQTT,MQTT_IEEE.pcap,7820,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.891485,74,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,2.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7822,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.891491,74,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,2.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7823,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.891803,74,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,18.0,1883.0,56496.0,MQTT,MQTT_IEEE.pcap,7824,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.891808,74,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,18.0,1883.0,40850.0,MQTT,MQTT_IEEE.pcap,7825,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.89213,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7826,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.892146,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7827,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581675011.892149,115,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7828,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,115,IP,101,TCP,81.0,1581675011.892161,115,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7829,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,74,IP,60,TCP,40.0,1581675011.892231,74,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,2.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7830,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.892346,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56496.0,MQTT,MQTT_IEEE.pcap,7831,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.892351,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40850.0,MQTT,MQTT_IEEE.pcap,7832,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.89237,74,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,18.0,1883.0,37980.0,MQTT,MQTT_IEEE.pcap,7833,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,70,IP,56,TCP,36.0,1581675011.892495,70,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,24.0,1883.0,40850.0,MQTT,MQTT_IEEE.pcap,7834,50:02:91:22:1A:8C,50:02:91:FD:50:BD,MQTT,4.0,MQTTConnack,2.0,,
Ether,70,IP,56,TCP,36.0,1581675011.892498,70,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,24.0,1883.0,56496.0,MQTT,MQTT_IEEE.pcap,7835,50:02:91:22:1A:8C,50:02:91:03:A0:5E,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675011.892701,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7836,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,151,IP,137,TCP,117.0,1581675011.892784,151,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,24.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7837,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,85.0,MQTTPublish,83.0,,
Ether,66,IP,52,TCP,32.0,1581675011.8927891,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7838,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,68,IP,54,TCP,34.0,1581675011.892867,68,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,25.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7839,50:02:91:03:A0:5E,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,129,IP,115,TCP,95.0,1581675011.892917,129,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,24.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7840,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,63.0,MQTTPublish,61.0,,
Ether,68,IP,54,TCP,34.0,1581675011.89294,68,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,25.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7841,50:02:91:FD:50:BD,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581675011.89336,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7842,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581675011.8933651,115,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7843,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581675011.893426,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,16.0,1883.0,40850.0,MQTT,MQTT_IEEE.pcap,7844,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.89343,66,50:00:00:01:00:03,00:50:00:00:14:00,192.168.1.7,10.0.0.10,17.0,1883.0,40850.0,MQTT,MQTT_IEEE.pcap,7845,50:02:91:22:1A:8C,50:02:91:FD:50:BD,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.893432,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,16.0,1883.0,56496.0,MQTT,MQTT_IEEE.pcap,7846,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.893435,66,50:00:00:01:00:03,00:50:00:00:18:00,192.168.1.7,10.0.0.15,17.0,1883.0,56496.0,MQTT,MQTT_IEEE.pcap,7847,50:02:91:22:1A:8C,50:02:91:03:A0:5E,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.89353,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37980.0,MQTT,MQTT_IEEE.pcap,7848,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,70,IP,56,TCP,36.0,1581675011.893535,70,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,24.0,1883.0,37980.0,MQTT,MQTT_IEEE.pcap,7849,50:02:91:22:1A:8C,50:02:91:18:43:4F,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675011.893722,66,00:50:00:00:18:00,50:00:00:01:00:03,10.0.0.15,192.168.1.7,16.0,56496.0,1883.0,MQTT,MQTT_IEEE.pcap,7850,50:02:91:03:A0:5E,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.894305,66,00:50:00:00:14:00,50:00:00:01:00:03,10.0.0.10,192.168.1.7,16.0,40850.0,1883.0,MQTT,MQTT_IEEE.pcap,7851,50:02:91:FD:50:BD,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675011.894311,74,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,2.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7852,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.8943222,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7853,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581675011.894326,87,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,24.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7854,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581675011.8943288,68,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,25.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7855,50:02:91:18:43:4F,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,74,IP,60,TCP,40.0,1581675011.894453,74,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,18.0,1883.0,43730.0,MQTT,MQTT_IEEE.pcap,7856,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.894472,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,16.0,1883.0,37980.0,MQTT,MQTT_IEEE.pcap,7857,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.894475,66,50:00:00:01:00:03,00:50:00:00:11:00,192.168.1.7,10.0.0.8,17.0,1883.0,37980.0,MQTT,MQTT_IEEE.pcap,7858,50:02:91:22:1A:8C,50:02:91:18:43:4F,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.8946722,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7859,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.894676,66,00:50:00:00:11:00,50:00:00:01:00:03,10.0.0.8,192.168.1.7,16.0,37980.0,1883.0,MQTT,MQTT_IEEE.pcap,7860,50:02:91:18:43:4F,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581675011.894723,115,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7861,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581675011.894832,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,16.0,1883.0,43730.0,MQTT,MQTT_IEEE.pcap,7862,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,70,IP,56,TCP,36.0,1581675011.894837,70,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,24.0,1883.0,43730.0,MQTT,MQTT_IEEE.pcap,7863,50:02:91:22:1A:8C,50:02:91:44:59:D5,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675011.895018,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7864,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,87,IP,73,TCP,53.0,1581675011.895107,87,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,24.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7865,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,21.0,MQTTPublish,19.0,,
Ether,68,IP,54,TCP,34.0,1581675011.8951302,68,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,25.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7866,50:02:91:44:59:D5,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581675011.89529,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,16.0,1883.0,43730.0,MQTT,MQTT_IEEE.pcap,7867,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.895294,66,50:00:00:01:00:03,00:50:00:00:0d:00,192.168.1.7,10.0.0.6,17.0,1883.0,43730.0,MQTT,MQTT_IEEE.pcap,7868,50:02:91:22:1A:8C,50:02:91:44:59:D5,,,,,,
Ether,66,IP,52,TCP,32.0,1581675011.8954449,66,00:50:00:00:0d:00,50:00:00:01:00:03,10.0.0.6,192.168.1.7,16.0,43730.0,1883.0,MQTT,MQTT_IEEE.pcap,7869,50:02:91:44:59:D5,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.284827,74,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,2.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7887,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.285047,74,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,18.0,1883.0,56670.0,MQTT,MQTT_IEEE.pcap,7888,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.2853642,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7889,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581675012.285367,115,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,24.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7890,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581675012.2855198,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,16.0,1883.0,56670.0,MQTT,MQTT_IEEE.pcap,7891,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,70,IP,56,TCP,36.0,1581675012.28555,70,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,24.0,1883.0,56670.0,MQTT,MQTT_IEEE.pcap,7892,50:02:91:22:1A:8C,50:02:91:EA:4E:80,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675012.2857962,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7893,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,86,IP,72,TCP,52.0,1581675012.2858438,86,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,24.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7895,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,20.0,MQTTPublish,18.0,,
Ether,68,IP,54,TCP,34.0,1581675012.285856,68,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,25.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7896,50:02:91:EA:4E:80,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581675012.286069,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,16.0,1883.0,56670.0,MQTT,MQTT_IEEE.pcap,7897,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.286074,66,50:00:00:01:00:03,00:50:00:00:0c:00,192.168.1.7,10.0.0.5,17.0,1883.0,56670.0,MQTT,MQTT_IEEE.pcap,7898,50:02:91:22:1A:8C,50:02:91:EA:4E:80,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.286254,66,00:50:00:00:0c:00,50:00:00:01:00:03,10.0.0.5,192.168.1.7,16.0,56670.0,1883.0,MQTT,MQTT_IEEE.pcap,7899,50:02:91:EA:4E:80,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.429526,74,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,2.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7910,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.4298038,74,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,2.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7911,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.429862,74,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,18.0,1883.0,52004.0,MQTT,MQTT_IEEE.pcap,7912,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.430051,74,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,18.0,1883.0,54300.0,MQTT,MQTT_IEEE.pcap,7913,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.430191,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7914,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,115,IP,101,TCP,81.0,1581675012.4302108,115,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,24.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7915,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,66,IP,52,TCP,32.0,1581675012.430342,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7916,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.430378,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,16.0,1883.0,52004.0,MQTT,MQTT_IEEE.pcap,7917,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,115,IP,101,TCP,81.0,1581675012.430408,115,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,24.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7918,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,49.0,MQTTConnect,47.0,,
Ether,70,IP,56,TCP,36.0,1581675012.43041,70,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,24.0,1883.0,52004.0,MQTT,MQTT_IEEE.pcap,7919,50:02:91:22:1A:8C,50:02:91:55:8E:56,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675012.430569,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,16.0,1883.0,54300.0,MQTT,MQTT_IEEE.pcap,7920,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,70,IP,56,TCP,36.0,1581675012.430574,70,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,24.0,1883.0,54300.0,MQTT,MQTT_IEEE.pcap,7921,50:02:91:22:1A:8C,50:02:91:1E:08:55,MQTT,4.0,MQTTConnack,2.0,,
Ether,66,IP,52,TCP,32.0,1581675012.430651,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7922,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,128,IP,114,TCP,94.0,1581675012.43071,128,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,24.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7923,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,62.0,MQTTPublish,60.0,,
Ether,68,IP,54,TCP,34.0,1581675012.43076,68,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,25.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7924,50:02:91:55:8E:56,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581675012.4308891,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,16.0,1883.0,52004.0,MQTT,MQTT_IEEE.pcap,7925,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.430892,66,50:00:00:01:00:03,00:50:00:00:15:00,192.168.1.7,10.0.0.11,17.0,1883.0,52004.0,MQTT,MQTT_IEEE.pcap,7926,50:02:91:22:1A:8C,50:02:91:55:8E:56,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.431068,66,00:50:00:00:15:00,50:00:00:01:00:03,10.0.0.11,192.168.1.7,16.0,52004.0,1883.0,MQTT,MQTT_IEEE.pcap,7927,50:02:91:55:8E:56,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.431324,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7928,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,176,IP,162,TCP,142.0,1581675012.431415,176,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,24.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7929,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,110.0,MQTTPublish,108.0,,
Ether,68,IP,54,TCP,34.0,1581675012.431431,68,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,25.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7930,50:02:91:1E:08:55,50:02:91:22:1A:8C,MQTT,2.0,,,,
Ether,66,IP,52,TCP,32.0,1581675012.431542,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,16.0,1883.0,54300.0,MQTT,MQTT_IEEE.pcap,7931,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.4315462,66,50:00:00:01:00:03,00:50:00:00:17:00,192.168.1.7,10.0.0.14,17.0,1883.0,54300.0,MQTT,MQTT_IEEE.pcap,7932,50:02:91:22:1A:8C,50:02:91:1E:08:55,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.431737,66,00:50:00:00:17:00,50:00:00:01:00:03,10.0.0.14,192.168.1.7,16.0,54300.0,1883.0,MQTT,MQTT_IEEE.pcap,7933,50:02:91:1E:08:55,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.7466118,74,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,2.0,35166.0,1883.0,MQTT,MQTT_IEEE.pcap,7937,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.74662,74,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,2.0,59060.0,1883.0,MQTT,MQTT_IEEE.pcap,7938,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.746622,74,00:50:00:00:0e:00,50:00:00:01:00:03,10.0.0.7,192.168.1.7,2.0,58384.0,1883.0,MQTT,MQTT_IEEE.pcap,7939,50:02:91:06:3C:94,50:02:91:22:1A:8C,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.746949,74,50:00:00:01:00:03,00:50:00:00:1a:00,192.168.1.7,10.0.0.17,18.0,1883.0,35166.0,MQTT,MQTT_IEEE.pcap,7940,50:02:91:22:1A:8C,50:02:91:8F:C6:4F,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.7469552,74,50:00:00:01:00:03,00:50:00:00:19:00,192.168.1.7,10.0.0.16,18.0,1883.0,59060.0,MQTT,MQTT_IEEE.pcap,7941,50:02:91:22:1A:8C,50:02:91:CE:64:2E,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.746958,74,50:00:00:01:00:03,00:50:00:00:0e:00,192.168.1.7,10.0.0.7,18.0,1883.0,58384.0,MQTT,MQTT_IEEE.pcap,7942,50:02:91:22:1A:8C,50:02:91:06:3C:94,,,,,,
Ether,74,IP,60,TCP,40.0,1581675012.74711,74,00:50:00:00:12:00,50:00:00:01:00:03,10.0.0.12,192.168.1.7,2.0,39880.0,1883.0,MQTT,MQTT_IEEE.pcap,7943,50:02:91:1C:EF:A8,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.747307,66,00:50:00:00:1a:00,50:00:00:01:00:03,10.0.0.17,192.168.1.7,16.0,35166.0,1883.0,MQTT,MQTT_IEEE.pcap,7944,50:02:91:8F:C6:4F,50:02:91:22:1A:8C,,,,,,
Ether,66,IP,52,TCP,32.0,1581675012.747314,66,00:50:00:00:19:00,50:00:00:01:00:03,10.0.0.16,192.168.1.7,16.0,59060.0,1883.0,MQTT,MQTT_IEEE.pcap,7945,50:02:91:CE:64:2E,50:02:91:22:1A:8C,,,,,,
